Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
8/4/1984,Pakistan,Antonov,Antonov AN 12BPCCCP,Nawabshah Pakistan,Aeroflot,0,24,24
8/5/1984,Bangladesh,Fokker,Fokker F 27 Friendship 600S2,Dacca Bangladesh,Biman Bangladesh,0,49,49
8/11/1984,Tennessee,Douglas,Douglas DC 3N70003,Near Memphis Tennessee,Enterprises Aviation,0,3,3
8/15/1984,Indonesia,Douglas,Douglas C 47APK,Near Wamena Indonesia,Indonesia Airfast,0,2,3
8/24/1984,California,Beechcraft C99 / Rockwell,Beechcraft C99 / Rockwell 112TCN6399U/N112SM,San Luis Obispo California,West Wings Airlines,0,17,17
8/30/1984,Cameroon,Boeing,Boeing B 737,Douala Cameroon,Cameroon Airlines,0,2,116
9/6/1984,Papua,Britten,Britten  Norman BN,Mt. Musaka Papua,Talair,0,9,11
9/7/1984,Florida,Cessna,Cessna 402CN89PB,Near Naples Florida,Boston Airlines,0,1,6
9/11/1984,Zaire,Handley Page Dart Herald,Handley Page Dart Herald 2029Q CAH,Near the Kwango River Zaire,MMM Aero Services,0,30,30
9/16/1984,Poland,Antonov,Antonov An 2TSP,Opole Poland,APRL,0,11,25
9/18/1984,Ecuador,McDonnell Douglas,McDonnell Douglas DC 8F,Quito Ecuador,Cargo AECA,49,4,4
9/21/1984,Afghanistan,Antonov,Antonov AN 12?,Near Sarakchar Afghanistan,Force Air Russian - Military,0,50,50
10/9/1984,Canada,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100C,Fort Franklin Canada,Nahanni Air Services,0,7,7
10/11/1984,Russia,Tupolev,Tupolev TU 154BCCCP,Near Omsk Russia,Aeroflot,4,174,179
10/11/1984,U.S.A.foundland,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100C,Goose Bay Newfoundland,Canada Labradore Airways,0,4,4
10/27/1984,Afghanistan,Ilyushin,Ilyushin IL 76MCCCP,Near Kabul Afghanistan,Force Air Soviet - Mililtary,0,11,11
10/31/1984,Philippines,Douglas,Douglas C 47BRP,Off Davao Philippines,Airways Village,0,4,4
11/20/1984,Peru,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAE,Loja Peru,TAME,0,14,14
12/4/1984,USSRAeroflot,LET 410,LET 410 MCCCP 67225,Near Kostroma USSRAeroflot,Aeroflot,0,17,17
12/6/1984,Florida,Embraer 110P1,Embraer 110P1 BandeiranteN96PB,Jacksonville Florida,Boston Airlines,0,13,13
12/19/1984,Peru,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAP,Near Jaen Peru,Fuerza Aérea del Peru ,0,21,21
12/22/1984,Nepal,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3009N,Near Bhojpur Nepal,Royal Nepal Airlines,0,15,23
12/23/1984,Russia,Tupolev,Tupolev TU 154B,Near Kranoyarsk Russia,Aeroflot,0,110,111
1/1/1985,Bolivia,Boeing,Boeing B 727,Near La Paz Bolivia,Eastern Air Lines ,0,29,29
1/9/1985,Kansas,Lockheed,Lockheed L 188AF ElectraN357Q,Kansas City Kansas,Airways International TPI,0,3,3
1/18/1985,China,Antonov,Antonov AN 24BB,Jinan China,CAAC,0,38,41
1/19/1985,Cuba,Ilyushin,Ilyushin IL 18DCU,Havana Cuba,Aviacion de Cubana,0,38,38
1/20/1985,U.S.A.,Bell 206,Bell 206 L 1N40TE,Carson New,EMS - Taxi MexicoAir,0,3,3
1/21/1985,Nevada,Lockheed,Lockheed L 188A ElectraN5532,Reno Nevada,Galaxy Airlines,0,70,71
1/22/1985,Honduras,Lockheed,Lockheed C 130A56,Off Puerto Castilla Honduras,U.S. Air Force - Military,0,21,21
1/23/1985,Colombia,Embraer 110P1,Embraer 110P1 BandeiranteHK 2638,Near Buga Colombia,Colombia AIRES,0,17,17
1/23/1985,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,Cerro el Plateado Colombia,Colombia de Centrales Aerolineas,0,23,23
2/1/1985,Belarus,Tupolev,Tupolev TU 134ACCCP,Minsk Belarus,USSRAeroflot,0,58,80
2/4/1985,Alaska,Beech Queen Air,Beech Queen Air 65 A80N50NP,Soldotna Alaska,North Pacific Airlines,0,9,9
2/19/1985,California,Boeing,Boeing B 747,300 nm NW of San Francisco California,China Airlines (Taiwan),0,0,274
2/19/1985,Vizcaya,Boeing,Boeing B 727,Near Durango Vizcaya,Iberia Airlines,0,148,148
2/22/1985,Mali,Antonov,Antonov AN 24VTZ,Timbuktu Mali,Mali Air,0,50,51
2/25/1985,Alaska,Boeing,Boeing RC 135T55,Near Valdez Alaska,U.S. Air Force - Military,0,3,3
3/12/1985,Texas,Lockheed,Lockheed C 130E Hercules64,Fort Hood Texas,U.S. Air Force - Military,0,6,6
3/28/1985,Colombia,Fokker,Fokker F 28 Fellowship 3000FAC,Near Florencia Colombia,Satena,0,46,46
4/11/1985,Argentina,HS,HS  125,Salta Argentina,YPF,0,7,7
4/15/1985,Thailand,Boeing,Boeing B 737,Near Phuket Thailand,Airways Thai,0,11,11
4/16/1985,U.S.A.,Boeing,Boeing B 727,Las Cruces New Mexico,American Airlines,0,0,89
4/20/1985,Greenland,Fokker,Fokker F 27 Friendship 100YN,Kulusuk Greenland,Aeronica,0,2,5
4/20/1985,Bolivia,Convair,Convair CV 440CP,Santa Rosa Bolivia,Transportada Aereo Carga,0,4,4
5/3/1985,Ukraine,Tupolev,Tupolev TU 134A / Antonov An,Near L'vov Ukraine,USSRAeroflot / Soviet Air Force,0,76,76
5/6/1985,Japan,CH,CH  53D157138,Off Tanegashima Japan,Corps Marine U.S. - Military,0,17,17
5/28/1985,Venezuela,Convair,Convair CV 580YV,Cabimas Venezuela,Avensa,0,2,13
5/31/1985,Tennessee,Grumman,Grumman G 159 Gulfstream IN181TG,Nashville Tennessee,Inc. Aviation General,0,2,2
6/14/1985,Greece,Boeing,Boeing B 727,Athens Greece,Trans World Airlines,0,1,153
6/23/1985,Atlantic Ocean,Boeing,Boeing B 747,110 miles of West Virgin Islandsia Ireland,Air India,0,329,329
6/23/1985,Brazil,Embraer 110P,Embraer 110P BandeirantePT GJN,Juara Brazil,TABA,0,17,17
7/10/1985,Uzbekistan,Tupolev,Tupolev TU 154B,Near Uchuduk Uzbekistan,USSRAeroflot,0,200,200
7/24/1985,Colombia,Douglas,Douglas DC 6BFAC,Leticia Colombia,Colombiana Aérea Fuerza,0,80,80
8/2/1985,Texas,Lockheed,Lockheed L 1011,Ft. Worth-Dallas Texas,Delta Air Lines ,1,134,163
8/12/1985,near,Boeing,Boeing B 747,Mt. Osutaka near,Japan         Village Ueno Japan Air Lines,0,520,524
8/12/1985,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Mulia Indonesia,Merpati Nusantra Airlines,0,8,19
8/15/1985,Yemen,Boeing,Boeing 707 336C7O,Aden Yemen,Alyemda Airlines,0,3,73
8/22/1985,England,Boeing,Boeing B 737,Manchester England,Airtours British,0,55,137
8/25/1985,Maine,Beechcraft,Beechcraft 99N300WP,Auburn Maine,Bar Harbor Airlines,0,8,8
8/27/1985,California,Boeing,Boeing KC 135A59,Beale AFB California,U.S. Air Force - Military,0,7,7
9/4/1985,Afghanistan,Antonov,Antonov AN 26YA,Near Kandahar Afghanistan,Ariana Afghan Airlines,0,52,52
9/6/1985,Wisconsin,McDonnell Douglas,McDonnell Douglas DC 9,Milwaukee Wisconsin,Express Midwest,0,31,31
9/22/1985,Afghanistan,Antonov,Antonov AN 12?,AfghanistanMilitary - Soviet Air Force,Soviet Air Force - Military,0,26,26
9/25/1985,Ukraine,Antonov,Antonov AN 12CCCP,Near Kharkov Ukraine,MAP,0,9,9
9/29/1985,Georgia,Cessna 208 Caravan,Cessna 208 Caravan IN551CC,Jenkinsburg Georgia,Inc Services Express Carriers Air,0,17,17
10/9/1985,Brazil,Embraer 110C,Embraer 110C BandeirantePT GKA,Vitória da Conquista Brazil,Aéreas Linhas Nordeste,0,2,2
10/10/1985,Australia,IAI 1124,IAI 1124 WestwindVH IWJ,Off South Head Australia,Pel Air,0,2,2
10/11/1985,USSRAeroflot,Yakovlev,Yakovlev YAK 40CCCP,Near Kutayissi USSRAeroflot,Aeroflot,0,14,14
10/11/1985,Pennsylvania,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200N3257,Homer City Pennsylvania,Cargo Air Mountain,0,1,1
10/11/1985,Bolivia,Curtiss,Curtiss C 46DCP,Near Beni Bolivia,Sabeni,0,2,2
10/12/1985,Myanmar,Fokker,Fokker F 27 Friendship 600XY,Putao Myanmar,Airways Burma,0,4,4
11/15/1985,Alabama,Convair,Convair CV 34054,Dothan Alabama,U.S. Air Force - Military,0,4,4
11/21/1985,Indonesia,Lockheed,Lockheed C 130H HerculesA,Near Sibyak Indonesia,Force Air Indonesian - Military,0,11,11
11/24/1985,Malta,Boeing,Boeing B 737,Luqa Malta,Egypt,0,60,103
11/25/1985,Angola,Antonov,Antonov AN 26CCCP,Near Luassingua Angola,Force Air Angolan - Military,0,22,22
12/12/1985,U.S.A.foundland,McDonnell Douglas,McDonnell Douglas DC 8 Super 63PFN950JW,Gander Newfoundland,Canada Arrow Airways,0,256,256
12/30/1985,Nepal,Short,Short SC7  SkyvanRAN,Near Dhangadhi Nepal,Force Air Nepalese Royal - Military,0,25,25
12/31/1985,Texas,Douglas,Douglas DC 3N711Y,De Kalb Texas,Private,0,7,9
1/18/1986,Guatemala,Sud,Sud  Aviation  Caravelle VI,Near Peten Guatemala,SA Guatemala de Aerovias,0,94,94
1/21/1986,Minnesota,Bell,Bell 296BN1498W,Ellendale Minnesota,Air Taxi,0,3,3
1/28/1986,Brazil,Boeing,Boeing B 737,Sao Paulo Brazil,VASP,0,1,72
1/29/1986,Mexico,Douglas,Douglas DC 3A,Las Lomitas Mexico,Aerocalifornia,0,21,21
2/5/1986,Zaire,Lockheed,Lockheed L 188AF Electra9Q,Kasongo Zaire,Aviation GLM,0,2,14
2/16/1986,Taiwan,Boeing,Boeing B 737,Off Makung Taiwan,China Airlines (Taiwan),0,13,13
3/2/1986,Russia,Antonov,Antonov AN 24BCCCP,Near Bugulma Russia,Aeroflot,0,38,38
3/13/1986,Michigan,Embraer 110P1,Embraer 110P1 BandeiranteN1356P,Alpena Michigan,Simmons Airlines ,0,3,9
3/20/1986,Indonesia,CASA 212 Aviocar,CASA 212 Aviocar 100PK NCF,Near Naha Indonesia,Merpati Nusantra Airlines,0,2,16
3/24/1986,U.S.A.foundland,de Havilland Canada,de Havilland Canada DHC 3 OtterC,Goose Bay Newfoundland,Canada Goose Bay Air Services,0,4,5
3/25/1986,Soviet,Antonov,Antonov An 12APCCCP,Omsk Soviet,Mashinostroyeniya Obshchestvo UnionMinisterstvo,0,9,9
3/27/1986,Central African Republic,Sepecat Jaguar,Sepecat Jaguar A?,Bangui Central African Republic,Force Air French - RepublicMilitary African,35,0,0
3/30/1986,Mozambique,Antonov,Antonov AN 26042,Near Pemba Mozambique,Force Air Mozambique - Military,0,49,54
3/31/1986,Mexico,Boeing,Boeing B 727,Maravatio Mexico,Mexicana,0,167,167
4/2/1986,Greece,Boeing,Boeing B 727N54340,Near Athens Greece,Trans World Airlines,0,4,121
4/2/1986,U.S.A.,Lockheed,Lockheed HC 130P Hercules66,Near Magdalena New Mexico,U.S. Air Force - Military,0,11,11
4/27/1986,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,Near Saravena Colombia,Colombia ACES,0,13,13
5/1/1986,El,Douglas,Douglas DC 6FAS,San Salvador El,Force Air Salvador El - SalvadorMilitary,0,37,37
5/3/1986,Taiwan,Bell,Bell UH 1H / Bell UH,Near Taipei Taiwan,Force Air China of Republic - Military,0,22,22
5/3/1986,Sri Lanka,Lockheed,Lockheed L 1011,Colombo Sri Lanka,Lanka LankaAir,0,22,150
5/18/1986,Djibouti,Dassault Breguet,Dassault Breguet Atlantique19,Djibouti Djibouti,Aviation Naval French - Military,0,19,19
5/24/1986,Madagascar,Douglas,Douglas C 47?,Antananarivo Madagascar,Malgache l'Air de Armée - Military,0,13,13
6/10/1986,Egypt,Fokker,Fokker F 27 Friendship 500SU,Near Cairo Egypt,Egypt,0,23,26
6/12/1986,Islay,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300G,Port Ellen Islay,IslandLoganair,0,1,16
6/18/1986,Arizona,de Havilland Can.,de Havilland Can. DHC 6,Grand Canyon Arizona,Helitech / Airlines Canyon Grand,0,25,25
7/2/1986,Russia,Tupolev,Tupolev TU 134ACCCP,Near Syktyvar Russia,Aeroflot,0,54,92
7/10/1986,Mozambique,Douglas,Douglas C 47A7312,Maputo Mozambique,Force Air Zimbabwe - Military,0,17,17
8/4/1986,Leeward Islands,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300V2,Off St. Vincent Leeward Islands,Islands Air transport,0,13,13
8/14/1986,Honduras,Lockheed,Lockheed C130D556,Near Wampusirpi Honduras,Force Air Honduran - Military,0,59,59
8/16/1986,Sudan,Fokker,Fokker F 27 Friendship 400MST,Malakal Sudan,Airways Sudan,0,60,60
8/28/1986,Arkansas,Howard,Howard 250N252K,Texarkana Arkansas,Southwest Airlift,0,2,2
8/31/1986,California,MD Douglas,MD Douglas DC 9,Cerritos California,Aeromexico,15,67,67
9/5/1986,Pakistan,Boeing,Boeing B 747,Karachi Pakistan,Pan American World Airways,1,16,384
9/9/1986,Kentucky,Lockheed,Lockheed C 130A Hercules56,Hopkinsville Kentucky,U.S. Air Force - Military,0,3,4
9/19/1986,Brazil,Embraer 120RT,Embraer 120RT BrasiliaN219AS,Near Mantiqueira Brazil,Atlantic Southeast Airlines ,0,5,5
10/3/1986,North,Short,Short SC 7 Skyvan VariantPK,Manado North,Indonesia          Sulawesi Eastindo,0,13,13
10/4/1986,Texas,Lockheed,Lockheed L 100,San Antonio Texas,Southern Air transport,0,3,3
10/14/1986,USSRAeroflot,LET 410MT,LET 410MT TurbojetCCCP 67264,Ust-Maya USSRAeroflot,Aeroflot,0,14,14
10/15/1986,Iran,Boeing,Boeing 737 286EP,Chiraz Iran,Iran Air,0,3,80
10/19/1986,South,Tupolev,Tupolev TU 134AC9,Near Komatipoot South,Mozambique of AfricaGovernment,0,34,44
10/20/1986,Russia,Tupolev,Tupolev TU 134ACCCP,Kuybyshev Russia,Aeroflot,0,70,93
10/22/1986,U.S.A.,Enstrom,Enstrom F 28FN8617B,Manhattan New York,WNBC - Private,0,2,2
10/23/1986,Pakistan,Fokker,Fokker F 27 Friendship 600AP,Near Peshawar Pakistan,Pakistan International Airlines,0,13,54
10/30/1986,Nicaragua,Mil,Mil Mi 17 (helicopter)294,Near Managua Nicaragua,Force Air Nicaraguan - Military,0,21,23
11/2/1986,Iran,Lockheed,Lockheed C 130?,Near Zahedan Iran,Force Air Iranian - Military,0,103,103
11/6/1986,Shetlands,Boeing,Boeing  Vertol ChinookG,Off Sumburgh Head Shetlands,Scotland British International Helicopters,0,45,47
11/25/1986,Afghanistan,Ilyushin,Ilyushin IL 18?,Near Sarowbi Afghanistan,Force Air Republican Afghan - Military,0,40,40
12/12/1986,East,Tupolev,Tupolev TU 134ACCCP,Berlin East,GermanyAeroflot,0,72,82
12/15/1986,China,Antonov,Antonov AN 24RVB,Near Lanzhou China,CAAC,0,6,44
12/25/1986,Saudi Arabia,Boeing,Boeing B 737,Arar Saudi Arabia,Airways ArabiaIraqi,0,63,106
12/27/1986,Fiji,De Havilland,de Havilland DH 114 Heron 2BDQ,Near Nasaso Fiji,Sunflower Airlines ,0,11,14
1/2/1987,Equatorial,CASA,CASA 212 100T,Off Bata Equatorial,Force. Air Spanish - GuineaMilitary,0,22,22
1/3/1987,Ivory,Boeing,Boeing B 707,Abidjan Ivory,CoastVarig,0,50,51
1/13/1987,Ethiopia,Antonov,Antonov AN 12?,Near Asmara Ethiopia,Force Air Ethiopian - Military,0,54,54
1/15/1987,Utah,Swearingen,Swearingen SA 226TC / Mooney M,Salt Lake City Utah,Skywest Airlines,0,10,10
1/16/1987,Uzbekistan,Yakovlev,Yakovlev YAK 40CCCP,Tashkent Uzbekistan,Aeroflot,0,9,9
2/6/1987,U.S.A.,Embraer 110P2,Embraer 110P2 BandeiranteP2 RDM,Off Papua New,GuineaTalair,0,14,17
2/9/1987,Afghanistan,Antonov,Antonov AN 26?,Near Khost Afghanistan,Force Air Republican Afghan - Military,0,36,36
3/4/1987,Michigan,CASA 212 Aviocar,CASA 212 Aviocar 200N160FB,Detroit Michigan,Airlink Northwest,0,9,22
3/6/1987,Kazakhstan,Antonov,Antonov AN 26CCCP,Near Almaty Kazakhstan,Aeroflot,0,9,9
3/13/1987,Washington,Boeing,Boeing KC 13560,Spokane Washington,U.S. Air Force - Military,1,6,6
3/21/1987,California,F,F  4C Phantom jet fighter64,Mount San Gorgonio California,Guard National Air California,0,2,2
3/30/1987,Pakistan,Antonov,Antonov AN 26?,Near Parachinar Pakistan,Force Air Republican Afghan - Military,0,40,40
4/4/1987,Indonesia,McDonnell Douglas,McDonnell Douglas DC 9,Medan-Polonia Indonesia,Garuda Indonesia Airlines,0,27,45
4/13/1987,Kansas,Boeing,Boeing 707 351CN144SP,Kansas City Kansas,Express Air Burlington,0,4,4
4/23/1987,North,Swearingen,Swearingen SA 26TC Metro IIN505LB,Wilmington North,Commuter CarolinaAir-Lift,0,2,2
5/5/1987,Sudan,Cessna 404 Titan,Cessna 404 Titan IIST AIJ,Malakal Sudan,Sasco Air Lines,0,14,14
5/8/1987,Puerto Rico,CASA 212 Aviocar,CASA 212 Aviocar 200N432CA,Mayaguez Puerto Rico,Eagle RicoAmerican,0,2,6
5/9/1987,Poland,Ilyushin,Ilyushin IL 62MSP,Warsaw Poland,Lot Polish Airlines,0,183,183
5/11/1987,Ontario,Douglas,Douglas C 47BC,Pickle Lake Ontario,Canada Air Manitoba,0,2,2
5/20/1987,Bolivia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300CP,Santa Cruz Bolivia,Aereos Transportes YPFB,0,14,16
5/23/1987,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Near Ruteng Indonesia,Merpati Nusantra Airlines,0,8,8
5/25/1987,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100PK,Ilaga Indonesia,Fellowship Aviation Missionary,0,7,30
6/11/1987,Afghanistan,Antonov,Antonov AN 26YA,Khost Afghanistan,Bakhtar Afghan Airlines,0,53,53
6/18/1987,Peru,Antonov,Antonov AN 26FAP,Near Montelillo Peru,Force Air Peruvian - Military,0,46,46
6/19/1987,USSRAeroflot,Yakovlev,Yakovlev YAK 40CCCP,Berdiansk USSRAeroflot,Aeroflot,0,8,29
6/21/1987,Burma,Fokker,Fokker F 27 Friendship 200XY,Heho Burma,Airways Burma,0,45,45
6/26/1987,Philippines,Hawker Siddeley,Hawker Siddeley HS 748,Near Baguio Philippines,Philippine Air Lines,0,50,50
7/1/1987,North Carolina,Lockheed,Lockheed C 130E Hercules68,Fort Bragg AFB North Carolina,U.S. Air Force - Military,1,4,6
7/24/1987,Switzerland,McDonnell Douglas,McDonnell Douglas DC 10,Geneva Switzerland,Air Afrique,0,1,163
7/30/1987,Mexico,Boeing,Boeing B 377 StratofreighterHI,Mexico City Mexico,Ltd. International Air Belize,44,5,12
8/4/1987,Chile,Boeing,Boeing B 737,Calama Chile,LAN,0,2,33
8/16/1987,Michigan,McDonnell Douglas,McDonnell Douglas MD 82N312RC,Romulus Michigan,Northwest Airlines,2,154,155
8/31/1987,Thailand,Boeing,Boeing B 737,Off Ko Phuket Thailand,Airways Thai,0,83,83
9/8/1987,Brazil,Hawker Siddeley,Hawker Siddeley HS 125,Carajas Brazil,Force Air Brazilian - Military,0,9,9
9/13/1987,Afghanistan,Antonov,Antonov AN 26?,Kunduz Afghanistan,Aeroflot,0,15,15
9/21/1987,Egypt,Airbus,Airbus A.300B4 203SU,Luxor Egypt,Egypt,0,5,5
10/11/1987,Myanmar,Fokker,Fokker F 27 Friendship 500XY,Near Pagan Myanmar,Airways Burma,0,49,49
10/11/1987,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 310HK,El Poleo Colombia,Colombia Aeroejecutivos,0,2,9
10/15/1987,Italy,Aerospatiale Alenia,Aerospatiale Alenia ATR 42,Mt. Crezzo Italy,Italiani Transporti Aero,0,37,37
10/19/1987,Russia,Antonov,Antonov An 12BCCCP,Komsomolsk-on-Amur Russia,MAP,0,9,9
10/20/1987,Indiana,A,A  7D Corsair?,Indianapolis Indiana,U.S. Air Force - Military,10,10,11
11/6/1987,Malawi,Shorts,Shorts SC 7 Skyvan 3,Ulongue Malawi,Malawi Air,0,10,10
11/15/1987,Colorado,McDonnell Douglas,McDonnell Douglas DC 9,Denver Colorado,Continental Airlines,0,28,82
11/23/1987,Alaska,Beechcraft,Beechcraft 1900CN401RA,Homer Alaska,Ryan Air Services,0,18,21
11/28/1987,Indian,Boeing,Boeing B 747,Off Mauritius Indian,Airways African OceanSouth,0,159,159
11/29/1987,Andaman Sea,Boeing,Boeing B 707,Over the Andaman SeaKorean Airlines,Korean Airlines,0,115,115
12/3/1987,Rwanda,Cessna 404,Cessna 404 Titan5Y EJS,Near Kishwati Rwanda,Charters Air Skybird Cooper,0,14,14
12/7/1987,California,British Aerospace,British Aerospace BAe 146,San Luis Obispo California,Pacific Southern Airlines ,0,43,43
12/8/1987,Peru,Fokker,Fokker F 27 Friendship 400MAE,Off Lima Peru,Aviation Naval Peruvian,0,42,43
12/13/1987,Philippines,Shorts,Shorts 360 300EI,Near Iligan Philippines,Philippine Air Lines,0,15,15
12/14/1987,Brazil,Lockheed,Lockheed C 130HFAB2468,Off Vila dos Remidos Brazil,Force Air Brazilian - Military,0,29,29
12/21/1987,France,Embraer 120,Embraer 120 BrasiliaF GEGH,Bordeaux France,Littoral Air,0,16,16
12/21/1987,Gulf of Mexico,Aerospatiale,Aerospatiale SA 330JN3596N,Eugene IslandAir Taxi - Petroleum Helicopters Inc.,Petroleum Helicopters Inc.,0,15,15
12/30/1987,Pacific Ocean,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Pacific OceanMerpati Nasantara Airlines,Merpati Nasantara Airlines,0,17,17
1/2/1988,Turkey,Boeing,Boeing B 737,Izmir Turkey,Flugdienst Condor,0,16,16
1/18/1988,Bolivia,Curtiss,Curtiss C 46A,Mt. Colorado Bolivia,Aéreos Transportes Empresa - ETA,0,9,9
1/18/1988,USSRAeroflot,Tupolev TU,Tupolev TU 154B 2CCCP,Krosnovodsk USSRAeroflot,Aeroflot,0,11,143
1/18/1988,Sichuan,Ilyushin,Ilyushin IL 18DB,Near Chungking Sichuan,China China Southwest Airlines,0,108,108
1/19/1988,Colorado,Swearingen SA.227AC,Swearingen SA.227AC MetroN68TC,Bayfield Colorado,Express Continental / AL Colorado Trans,0,9,17
1/19/1988,Taiwan,Britten,Britten  Norman BN,Green Island Taiwan,Taiwan Airlines ,0,10,11
1/24/1988,Russia,Yakovlev,Yakovlev YAK 40CCCP,Near Nizhnevartovsk Russia,Aeroflot,0,27,31
2/1/1988,Panama,CASA 212 Aviocar,CASA 212 Aviocar 200FAP215,PanamaMilitary - Fuerza Aérea Panamena,Fuerza Aérea Panamena - Military,0,16,16
2/8/1988,Germany,Swearingen SA.227AC Metro,Swearingen SA.227AC Metro IIID CABB,Near Mulheim Germany,Flugdienst Nurnberger - NFD,0,21,21
2/19/1988,North,Swearingen,Swearingen SA227 ACN622AV,Cary North,Eagle American / Air CarolinaAV,0,12,12
2/27/1988,Russia,Tupolev,Tupolev TU 134ACCCP,Surgut Russia,Aeroflot,0,20,51
2/27/1988,Cyprus,Boeing,Boeing B 727,Near Ercan Cyprus,Airways Talia,0,15,15
3/1/1988,South Africa,Embraer 110P1,Embraer 110P1 BandeiranteZS LGP,Near Johannesburg South Africa,Commercial Airways (Comair),0,17,17
3/4/1988,France,Fairchild,Fairchild FH 227BF,Near Fontainebleau France,Transregional Arien Transport,0,23,23
3/8/1988,Tennessee,Sikorsky,Sikorsky UH 60A / Sikorsky UH,Near Clarksville Tennessee,U.S. Army - Military,0,17,17
3/17/1988,N,Boeing,Boeing B 727,Near Cucuta N,Colombia        Santander  of AVIANCA,0,143,143
3/31/1988,Egypt,Douglas,Douglas DC 8,Cairo Egypt,Arax Airlines,0,4,4
4/5/1988,Cyprus,Boeing,Boeing B 747,Combi Cyprus,Airways Kuwait,0,2,112
4/10/1988,Afghanistan,Antonov,Antonov AN 26?,Near Mazâr-e Charif Afghanistan,Force Air Republican Afghan - Military,0,29,29
4/12/1988,South,Douglas,Douglas DC 3CZS,Near Hennenman South,Airways AfricaUnited,0,24,24
4/19/1988,USSRAeroflot,Let 410UVP,Let 410UVP TuroletCCCP67518,Bagdarin USSRAeroflot,Aeroflot,0,17,17
4/27/1988,Angola,Antonov,Antonov AN 2614,Near Tchamulate Angola,Force Air Cuban - Military,0,29,29
4/28/1988,Hawaii,Boeing,Boeing B 737,Maui Hawaii,Aloha Airlines,0,1,95
5/6/1988,Norway,de Havilland Canada,de Havilland Canada DHC 7,Near Broennoysund Norway,Flyveselksap Wideroe's,0,36,36
5/24/1988,Louisiana,Boeing,Boeing B 737,New Orleans Louisiana,TACA,0,0,45
5/26/1988,Costa Rica,Douglas,Douglas DC 6YN,Puerto Rico Limon Costa Rica,Aeronica,0,6,6
5/26/1988,Germany,Fokker,Fokker F 27 Friendship 600OY,Hannover Germany,Starair,0,2,2
6/12/1988,Argentina,McDonnell Douglas,McDonnell Douglas MD 81N1003G,Posadas Argentina,Austral Lineas Aeras (Argentina),0,22,22
6/18/1988,Mozambique,Mil,Mil Mi 8 (helicopter)?,Central African Republic MozambiqueMilitary - Mozambique Air Force,Mozambique Air Force - Military,0,21,25
6/26/1988,France,Airbus,Airbus A320 111F,Habsheim France,Air France,0,3,136
7/3/1988,near,Airbus,Airbus A300B2 203EP,Over the Persian Gulf near,Iran         Abbas Bandar Iran Air,0,290,290
7/6/1988,Colombia,Canadair,Canadair CL 44JHK,Barranquilla Colombia,Líneas Aéreas Suramericanas,0,8,8
7/20/1988,Louisiana,Douglas,Douglas C 118AN33VX,Golden Meadow Louisiana,TACA,0,3,3
7/21/1988,Nigeria,Boeing,Boeing 707 328CD2,Near Lagos Nigeria,Charter Air Angola,0,6,6
8/2/1988,Bulgaria,Yakovlev,Yakovlev YAK 40LZ,Sofia Bulgaria,Balkan Bulgarian Airlines,0,29,37
8/15/1988,Afghanistan,Antonov,Antonov AN 22?,Northern AfghanistanMilitary - Afghan Republican Air Force,Afghan Republican Air Force - Military,0,39,39
8/17/1988,Pakistan,Lockheed,Lockheed C 130B Hercules23494,Bahawalpur Pakistan,Force Air Pakistan - Military,0,30,30
8/26/1988,Russia,Let,Let 410MUCCCP 67235,Irkutsk Russia,Aeroflot,0,4,4
8/31/1988,Mexico,Convair,Convair CV 240XA,Merida Mexico,Aerocaribe,0,1,20
8/31/1988,Texas,Boeing,Boeing B 727,Dallas Texas,Delta Air Lines ,0,14,108
8/31/1988,Mexico,Embraer 110P1,Embraer 110P1 BandeiranteXC COX,Cerro de la Calera Mexico,Federal Aereo Transporte,0,20,20
8/31/1988,Hong,Hawker Siddeley,Hawker Siddeley HS 121 Trident 2EB,Kowloon Bay Hong,KongCAAC,0,7,89
